;Host Since;Host Response Rate;Host Verifications;Neighbourhood Group Cleansed;Longitude;Room Type;Accommodates;Bathrooms;Bedrooms;Amenities;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 30;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Features
5592;2016-06-12;100.0;email,phone,reviews,jumio,government_id;Centro;-3.7082198667489714;Entire home/apt;9;2.0;4.0;TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace;174.0;200.0;30.0;4;0;2;7;97.0;9.0;10.0;9.0;9.0;10.0;10.0;flexible;2.0;3.13;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
1289;2015-06-10;100.0;email,phone,reviews,jumio,government_id;Latina;-3.7399046154870272;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Wheelchair accessible,Free parking on premises,Breakfast,Heating,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer;43.0;;;1;0;10;97;97.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;1.0;4.6;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
12590;2012-09-09;;email,phone,reviews,jumio;Carabanchel;-3.740092813376284;Entire home/apt;4;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;55.0;250.0;30.0;3;15;0;23;97.0;10.0;10.0;10.0;10.0;8.0;10.0;moderate;1.0;0.58;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Requires License
7022;2016-09-15;100.0;email,phone,reviews;Latina;-3.7597184899980376;Private room;2;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;21.0;;;1;0;5;8;89.0;9.0;9.0;10.0;9.0;9.0;9.0;flexible;1.0;1.4;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
8591;2016-04-18;100.0;email,phone,google,reviews,jumio,government_id;Centro;-3.7060833370036654;Entire home/apt;2;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;45.0;;25.0;1;0;12;25;94.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;2.0;3.11;Host Has Profile Pic,Host Identity Verified,Requires License
4099;2014-05-08;100.0;email,phone,reviews,work_email;Centro;-3.706907842577363;Private room;2;2.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub;25.0;;15.0;1;5;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;97.0;0.11;Host Has Profile Pic,Requires License
9528;2016-03-02;100.0;email,phone,facebook,reviews;Hortaleza;-3.6485690024867456;Entire home/apt;2;1.0;1.0;TV,Wireless Internet,Pool,Kitchen,Free parking on premises,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;70.0;150.0;10.0;1;10;11;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;1.13;Host Has Profile Pic,Requires License
12872;2016-10-17;100.0;email,phone,reviews;Centro;-3.708513282526477;Entire home/apt;4;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;100.0;350.0;;2;10;11;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;5.0;1.0;Host Is Superhost,Host Has Profile Pic,Requires License
12470;2014-07-09;100.0;email,phone,reviews,jumio;Chamberí;-3.6990318744350428;Entire home/apt;4;1.5;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Hangers,Hair dryer,Iron;115.0;150.0;30.0;1;0;11;72;99.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;2.3;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
9252;2017-01-16;71.0;phone;Centro;-3.7041100571305985;Entire home/apt;3;2.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private entrance;80.0;400.0;50.0;2;15;0;0;;;;;;;;strict;1.0;;Host Has Profile Pic,Requires License
8000;2014-09-19;75.0;email,phone,reviews;Centro;-3.699675690056135;Entire home/apt;4;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials;160.0;200.0;60.0;2;10;19;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;145.0;0.21;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
14127;2016-02-03;;email,phone,facebook,reviews,jumio;Arganzuela;-3.69343145807332;Private room;2;1.0;1.0;Internet,Wireless Internet,Kitchen,Smoking allowed,Pets live on this property,Dog(s),Elevator in building,Heating,Washer,Dryer,Essentials,24-hour check-in,Hangers,Laptop friendly workspace;20.0;;;1;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;0.07;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
9623;2012-05-15;100.0;email,phone,reviews,jumio;San Blas - Canillejas;-3.6038030333094446;Private room;8;2.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo;25.0;;5.0;1;15;27;14;85.0;8.0;8.0;10.0;10.0;9.0;9.0;flexible;1.0;0.24;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
6559;2011-09-19;100.0;phone,facebook,reviews,jumio,government_id;Centro;-3.7027333474181674;Entire home/apt;9;2.0;4.0;TV,Wireless Internet,Kitchen,Breakfast,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron;200.0;;50.0;1;0;0;0;;;;;;;;strict;9.0;;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
1231;2012-07-12;100.0;email,phone,reviews,jumio;Usera;-3.687317402160286;Private room;1;2.0;1.0;TV,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets live on this property,Dog(s),Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;30.0;;;1;30;29;14;94.0;10.0;10.0;9.0;10.0;9.0;9.0;moderate;2.0;0.4;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
3106;2016-11-08;95.0;email,phone,reviews;Arganzuela;-3.7072305396706335;Private room;2;0.0;1.0;Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Heating,Family/kid friendly,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;22.0;100.0;;1;10;6;4;95.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;3.0;0.91;Host Is Superhost,Host Has Profile Pic,Is Location Exact,Requires License
8231;2015-06-10;;phone;Centro;-3.708412435809211;Private room;2;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials;300.0;;;1;0;0;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Is Location Exact,Requires License
5812;2014-03-09;100.0;email,phone,reviews,jumio,government_id;Usera;-3.699043350904888;Private room;2;2.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;28.0;;6.0;1;5;4;0;;;;;;;;flexible;4.0;;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
12549;2014-02-19;100.0;phone,reviews,jumio;Hortaleza;-3.660405995152903;Private room;2;1.0;1.0;TV,Wireless Internet,Pool,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;36.0;;;1;0;25;0;;;;;;;;moderate;2.0;;Host Has Profile Pic,Requires License,Instant Bookable
10711;2017-02-13;100.0;email,phone,google,jumio,offline_government_id,government_id;Ciudad Lineal;-3.6429633394383663;Entire home/apt;4;1.0;1.0;TV,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Fire extinguisher,Hangers,Hair dryer,Iron,Laptop friendly workspace;50.0;750.0;;2;20;2;0;;;;;;;;flexible;2.0;;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
493;2016-01-22;97.0;email,phone,reviews;Centro;-3.70912440632739;Entire home/apt;4;1.0;0.0;Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Suitable for events,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry,Private entrance;55.0;;13.0;2;15;5;5;92.0;9.0;9.0;9.0;10.0;10.0;9.0;flexible;5.0;4.41;Host Has Profile Pic,Requires License
13206;2014-04-03;100.0;email,phone,reviews,jumio;Centro;-3.706097657343229;Entire home/apt;2;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;87.0;150.0;20.0;2;0;5;127;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;4.85;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
13348;2012-06-17;100.0;email,phone,reviews,jumio;Centro;-3.708166135563351;Entire home/apt;5;1.5;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;100.0;350.0;50.0;2;40;0;15;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;5.0;1.54;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
9734;2012-11-24;100.0;email,phone,facebook,reviews;Centro;-3.711444570873148;Entire home/apt;4;1.0;2.0;Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;120.0;100.0;30.0;4;20;7;2;90.0;9.0;8.0;10.0;10.0;10.0;10.0;strict;2.0;0.04;Host Has Profile Pic,Is Location Exact,Requires License
4154;2013-12-03;100.0;email,phone,reviews,jumio;Centro;-3.695170281919062;Entire home/apt;3;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;99.0;;39.0;2;15;3;41;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;1.44;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
1033;2014-05-21;100.0;email,phone,facebook,reviews,jumio,government_id,work_email;Hortaleza;-3.6533016016901545;Entire home/apt;5;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Gym,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;118.0;350.0;20.0;3;18;0;5;100.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;2.0;0.54;Host Has Profile Pic,Host Identity Verified,Requires License
13770;2013-07-06;100.0;email,phone,reviews;Centro;-3.698125632144004;Private room;2;1.0;1.0;Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,First aid kit,Essentials,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;30.0;;;1;0;10;26;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;3.07;Host Is Superhost,Host Has Profile Pic,Requires License
166;2015-12-21;;email,phone;Ciudad Lineal;-3.6556329603950752;Private room;1;1.0;1.0;TV,Wireless Internet,Kitchen,Essentials,Shampoo;18.0;;5.0;1;0;0;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Is Location Exact,Requires License
12461;2016-01-06;100.0;email,phone,reviews;Chamberí;-3.70722384085212;Private room;1;1.0;1.0;TV,Wireless Internet,Breakfast,Heating,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance;30.0;;;1;0;7;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Requires License,Instant Bookable
12882;2015-12-23;100.0;email,phone,google,reviews,jumio,government_id;Arganzuela;-3.6945953460338665;Entire home/apt;2;1.0;1.0;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;45.0;;;1;0;0;1;100.0;10.0;10.0;10.0;10.0;8.0;10.0;flexible;1.0;0.23;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
11218;2013-04-09;100.0;email,phone,manual_online,reviews,manual_offline,jumio,work_email;Chamberí;-3.7173363496866942;Private room;2;1.0;1.0;Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo;30.0;;;1;0;0;2;90.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.0;0.34;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
11190;2015-03-25;100.0;email,phone,reviews,jumio;Arganzuela;-3.679121636789583;Private room;1;2.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;55.0;;;1;0;20;10;98.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;1.0;1.43;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
6741;2015-02-12;100.0;email,phone,reviews,jumio,offline_government_id,government_id;Chamberí;-3.703082225521839;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;44.0;96.0;30.0;1;0;5;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;1.55;Host Has Profile Pic,Host Identity Verified,Requires License
12948;2016-06-01;100.0;email,phone,reviews;Latina;-3.7357389287791;Entire home/apt;2;1.0;2.0;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_50;46.0;150.0;30.0;1;10;12;4;65.0;7.0;9.0;9.0;9.0;8.0;8.0;strict;1.0;0.42;Host Has Profile Pic,Requires License
8241;2014-05-08;100.0;email,phone,reviews,work_email;Centro;-3.7050694142819776;Private room;2;1.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Doorman,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub;25.0;;15.0;1;5;0;0;;;;;;;;strict;97.0;;Host Has Profile Pic,Is Location Exact,Requires License
11074;2015-08-06;100.0;email,phone,reviews,jumio;Centro;-3.706385894593368;Entire home/apt;5;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;69.0;100.0;25.0;2;10;0;24;93.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;6.0;2.06;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
10884;2016-08-12;96.0;email,phone,reviews;Centro;-3.6935996662042117;Entire home/apt;3;1.0;0.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron;89.0;;;1;0;7;1;80.0;8.0;8.0;10.0;10.0;10.0;10.0;flexible;29.0;0.88;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
6982;2012-02-24;100.0;email,phone,reviews,jumio;Chamartín;-3.6708053468569823;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Essentials,Shampoo;34.0;;;1;10;15;16;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;2.64;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
5384;2013-05-07;100.0;email,phone,reviews,jumio;Centro;-3.71322628589954;Entire home/apt;6;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron;70.0;250.0;45.0;2;20;15;2;90.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.0;1.5;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
11134;2015-02-20;100.0;email,phone,reviews,jumio;Centro;-3.7149036146937657;Entire home/apt;6;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron;240.0;700.0;140.0;1;0;13;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;37.0;0.77;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
13301;2016-02-14;100.0;email,phone,reviews;Centro;-3.697554039016952;Entire home/apt;4;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;75.0;;33.0;3;0;5;34;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;2.52;Host Is Superhost,Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
9751;2010-07-13;100.0;email,phone,reviews,jumio;Centro;-3.7007796901646617;Entire home/apt;4;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron;50.0;150.0;25.0;2;15;12;142;80.0;8.0;9.0;9.0;9.0;9.0;8.0;moderate;9.0;2.0;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable,Require Guest Phone Verification
11189;2015-03-06;100.0;email,phone,reviews,jumio;Arganzuela;-3.692971276163468;Entire home/apt;6;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;55.0;100.0;25.0;2;15;3;61;91.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;1.0;2.49;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
60;2014-05-28;;email,phone,reviews;Chamartín;-3.6773492592371215;Entire home/apt;6;1.5;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Hangers,Iron,Laptop friendly workspace;120.0;;65.0;4;15;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.0;0.07;Host Has Profile Pic,Is Location Exact,Requires License
